,ASER,BWM-DL02,BWM-DL04,BWM-DL06,FLPR,BWM-DL01,BWM-DL05,BWM-VR08,BWM-DL07,BWM-DR07,BWM-DR05,BWM-VR04,URYVR,BWM-DR03,BWM-DR01,BWM-DR06,BWM-DR08,SMBDL,BWM-VR02,SMDDR,URYVL,URAVL,BWM-DR04,BWM-DR02,IL2VR,IL1DR,RIPR,OLLR,OLQDR,URADR,URYDR,AVHL,CEPVR,IL1VR,BWM-VL03,URBL,CEPDR,BWM-VL08,URXR,BWM-VL04,RID,RIR,ASKR,AVAL,BWM-VL02,RMDL,SIBDR,RIGL,ALMR,AVDR,AVKL,RMEV,AVL,SIBDL,RIS,CEPVL,RMDR,RIBR,OLLL,RIML,RMEL,SAAVR,SIAVL,ADAR,PVT,RIPL,AVAR,BDUL,SIADL,SMDDL,excgl,AIML,BAGL,SMBVL,AIYL,RIFL,BWM-VR01,RMER,SMDVR,ADAL,SIBVL,RMDVR,AVKR,AVHR,PVPL,ASHL,AIZL,AVBR,AVBL,ASGL,ADFL,AWAL,BWM-VR03,AUAL,ASJL,RIBL,ASIL,ASKL,AIBL,AFDL,SABD,AWCR,RIMR,ASIR,AVJR,AUAR,OLQVL,ADFR,DB1,RIGR,AIZR,ASGR,URBR,SAAVL,IL1DL,SMBVR,AVJL,RIFR,BDUR,RMGR,AIMR,RICR,PVR,DVA,SMDVL,PVCR,PVCL,IL1R,FLPL,ADEL,ADER,DVC,SIADR,SIAVR,PVPR,RIH,PVQR,AWBL,SABVL,SABVR,IL2R,RIVR,BWM-VR07,RMDDR,IL2DR,AIBR,IL1VL,RMED,SAADR,RIAR,RICL,RIVL,BWM-VL07,SAADL,AINR,AINL,RMDDL,RIAL,BWM-VL05,CANL,ADLL,AVEL,BWM-VR05,AVDL,IL2VL,ALML,SMBDR,AWCL,ASEL,ALA,AVER,ADLR,CANR,AIAL,ASJR,PVQL,AIYR,RMDVL,AIAR,AWAR,BWM-VR06,IL1L,RMGL,IL2L,AWBR,AFDR,ASHR,URAVR,URADL,OLQDL,URYDL,IL2DL,CEPDL,URXL,BAGR,OLQVR,BWM-VL01,BWM-DL03,BWM-DL08,BWM-VL06,SIBVR,Fragment1,Fragment2,Fragment3,Fragment4
OLQDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294840,0,0,0,0,0,0,0,1143240,52680,476040,0,198840,2880600,0,0,0,0,0,612480,0,9840,0,0,0,10560,0,0,0,0,0,0,21360,0,93480,42120,0,41400,0,0,44280,0,0,0,0,0,12480,30960,0,25920,0,0,2400,0,0,56160,0,0,0,0,996480,0,0,0,116400,600,38760,0,0,0,7800,840,0,0,0,0,0,0,0,0,0,0,0,0,10680,0,26160,31080,12840,0,0,0,122640,0,0,66840,0,0,0,0,19680,19200,0,24240,155520,3360,0,0,0,0,0,0,0,0,37920,0,0,1320,2070360,0,0,0,0,677160,0,0,128280,490320,0,0,108720,0,0,270600,0,0,0,16680,23880,284400,0,0,0,0,151320,0,50520,0,0,0,17640,1800,11760,240,13200,0,0,21240,0,0,1320,0,9120,0,0,0,0,0,0,720,0,0,0,0,0,0,0,44040,0,0,0,0,0,191760,0,0,0,0
URADR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579240,0,0,99840,0,0,0,0,0,756720,0,803520,909240,0,198840,0,768240,0,0,0,0,0,666240,0,60360,0,0,0,0,0,0,0,0,0,0,27960,0,107760,0,0,0,0,0,0,0,0,419880,0,0,46800,0,0,21120,0,0,0,0,0,0,0,0,0,0,114840,0,0,0,14520,0,0,0,0,0,50160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10440,0,0,0,0,0,0,0,0,4800,0,0,360,24000,26520,0,0,78120,148440,0,0,0,0,122760,0,0,0,0,0,0,0,12120,0,0,0,0,306720,360,0,34440,1027080,0,0,173280,0,0,19560,0,0,0,0,0,159600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10920,0,0,0,0
URYDR,2760,0,0,0,0,0,0,0,0,0,0,0,0,32520,13440,0,0,0,0,0,0,0,0,3600,0,1449240,44520,123960,2880600,768240,0,0,0,0,0,0,511320,0,375960,0,0,0,7680,0,0,0,10920,0,1440,27000,7080,0,37680,14760,47040,0,0,234960,0,0,29400,17520,0,119280,21480,52680,7680,0,0,690240,0,0,0,0,0,0,0,154440,18840,0,0,930840,0,12720,0,0,0,17520,24840,0,0,0,0,0,0,0,0,0,64560,0,0,6240,7560,20520,25680,3480,0,0,0,147480,0,0,0,28920,0,0,34800,0,0,0,12000,0,0,20280,0,0,0,0,0,0,0,37200,11640,0,5400,357240,3120,0,0,0,0,49680,0,0,629160,0,0,519480,0,0,0,40920,0,0,0,3720,327600,0,0,0,0,470400,0,10440,0,0,30960,6720,0,10920,57480,11760,0,0,9120,0,0,0,0,22680,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,5160,0,0,0,0
AVHL,11880,0,0,0,0,0,0,0,0,0,0,0,50520,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85200,0,0,592440,0,34200,0,0,165960,0,0,19560,0,0,115800,0,0,0,0,0,0,0,0,0,0,198120,0,0,306960,21360,0,0,0,76320,0,0,0,0,0,0,0,0,9600,0,0,54840,2880,132000,0,335040,461040,0,0,36000,0,0,6840,0,0,0,0,0,0,0,0,0,56040,3600,0,424320,0,0,272640,0,0,0,13200,148560,396120,203520,105120,0,0,480,16080,609000,39240,393360,124320,0,0,0,0,0,93240,21360,936360,0,0,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,90720,0,0,0,0,0,0,0,0,1200,840,0,361200,0,127920,19080,0,0,19200,0,146280,0,0,0,23640,12960,0,0,118680,0,0,0,0,434520,84840,672720,0,720,20280,21480,0,25080,47880,0,70200,0,0,0,0,16440,0,0,0,0
CEPVR,2040,0,0,0,0,0,0,197280,0,0,0,136680,1263120,0,0,0,0,0,0,2040,0,0,7440,0,226680,0,132360,262800,0,0,0,0,0,475920,840,0,0,0,0,0,0,0,0,0,0,342480,146400,0,284280,0,22080,33360,0,0,494520,0,529200,80520,0,0,0,0,0,2640,0,0,0,0,0,0,0,0,165840,0,0,0,320520,0,8040,0,138240,0,0,0,0,0,0,14640,0,0,0,0,140880,0,0,0,0,0,0,0,0,62760,0,60360,0,63720,0,0,0,0,0,67680,433800,0,0,331800,0,9720,0,51120,67800,407880,589560,0,602280,0,0,0,0,0,0,0,0,2520,0,365280,37440,0,0,0,0,0,155160,877080,0,0,0,9000,0,501840,211920,0,0,0,0,28200,0,155280,0,0,0,104280,260640,42120,0,0,0,42240,0,0,0,0,0,0,29760,0,0,104760,0,0,65400,0,0,0,0,0,240,223680,0,0,0,0,0,0,0,242400,39120,0,0,0,0,0,0,0,0
IL1VR,0,0,0,0,0,0,0,0,0,0,0,0,1340520,0,0,0,0,0,73080,0,0,0,0,0,528720,0,811200,398520,0,0,0,0,475920,0,0,0,0,0,128640,0,0,0,0,0,0,0,30720,0,0,0,0,91560,45720,0,0,0,0,0,0,0,33120,0,0,2640,29520,0,0,0,0,0,0,0,90480,0,0,0,64680,622320,0,0,28440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75840,0,0,0,15000,0,0,0,0,0,0,60240,0,0,0,0,0,126480,0,0,0,0,0,4560,22200,20760,0,0,0,228480,0,0,0,20880,23520,10320,0,0,0,0,0,0,0,0,0,1884480,0,0,0,67200,2760,38280,28440,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,6840,0,0,0,0,0,0,0,0,0,0,122880,0,0,0,0,0,0,0,0,0,231720,0,0,0,0,0,0,0,705600,0,0,0,0,26040,0,0,0,0
BWM-VL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54840,0,0,0,391920,0,0,0,0,0,0,0,0,0,0,0,0,0,38760,0,0,0,51120,0,0,229080,65040,202440,0,0,475080,0,0,0,0,0,0,0,0,0,0,196080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75720,0,0,0,0,0,16680,0,83280,0,0,259560,0,0,0,12360,0,832800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2317920,0,0,0,0,0,0,0,0
URBL,0,183240,252720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157920,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11280,0,218880,77040,0,0,14400,15000,21360,82080,0,0,203280,0,0,3360,106680,0,427920,295680,0,640560,0,0,0,0,0,91320,0,0,29160,0,0,0,0,0,23280,0,0,0,8640,0,313560,268320,0,0,0,0,0,0,0,24000,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,45000,0,132960,0,0,0,0,0,0,36000,0,0,1440,0,0,0,0,229800,14040,0,80640,0,0,0,0,0,0,1080,5880,0,0,0,0,0,0,0,0,0,0,211920,0,0,0,0,145680,0,274440,100440,0,0,0,48120,24600,67440,0,0,0,0,0,50520,0,229320,384120,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,774960,0,459600,0,0,0,0,0,62400,0,0,543720,406560,0,0,0,0,1800,0,119400,0,0,0,0
CEPDR,0,0,0,0,0,0,32640,0,0,184800,131640,0,0,34800,0,295080,459720,239040,0,59520,0,0,601080,0,0,916080,71400,511560,612480,666240,511320,0,0,0,0,0,0,0,650040,0,0,0,0,0,0,79200,0,0,162360,31200,11280,0,0,0,324600,0,231240,214440,0,0,0,0,0,115800,0,0,7440,0,0,430200,0,0,0,0,0,0,0,0,0,0,22560,641640,0,5760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30120,0,16320,13080,124800,0,0,0,0,0,0,690840,0,0,0,0,26760,8760,9480,24000,218520,387360,0,0,0,0,20760,0,0,0,0,0,0,0,496560,0,0,0,0,0,0,0,60480,531240,0,0,0,0,852840,157680,0,0,0,7080,10200,403800,29040,0,0,0,323280,0,0,0,0,12480,19200,0,0,0,0,0,0,9240,0,0,47280,6960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20520,0,0,160800,0,0,0,0
BWM-VL08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11280,0,0,0,209640,0,0,0,0,0,360,0,0,0,0,0,0,0,14880,0,316800,42840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117480,0,0,0,0,0
URXR,1800,0,0,0,0,0,0,0,0,0,0,0,196200,0,0,0,0,0,0,0,0,0,0,0,66840,0,13080,0,9840,60360,375960,85200,0,128640,0,0,650040,0,0,0,0,724680,0,0,0,0,0,0,16320,12120,0,0,0,4560,0,0,0,308280,0,0,0,0,0,216840,0,0,0,0,0,14040,0,0,31680,0,0,0,0,0,0,0,0,0,0,34200,0,0,0,0,216720,0,0,0,0,0,0,0,0,0,6720,0,0,0,0,0,12960,2042280,0,507840,0,342240,25320,0,216240,0,0,0,4440,10200,0,195600,131400,53760,2520,57600,0,0,0,61560,0,0,0,2880,9360,0,565320,258960,6960,0,0,0,147600,0,0,0,321960,0,0,0,0,812160,4320,0,0,0,24120,24480,0,0,0,0,0,7800,0,0,0,0,0,0,0,27240,52920,0,0,0,48960,0,155880,0,38880,12840,0,0,0,0,372600,67440,235080,114240,0,0,0,0,0,0,0,31440,0,0,0,0,0,0,0,0,0
BWM-VL04,0,278640,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218880,0,209640,0,0,0,0,0,0,1377120,311400,0,0,0,0,0,0,0,74760,0,214560,70320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147960,0,0,0,0,37200,0,0,658560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160,296400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498240,0,0,0,0,0
RID,75960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12600,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77040,0,0,0,0,0,29040,0,190200,0,0,14400,125040,0,291480,0,71400,8160,44040,0,0,0,183960,0,14520,0,4200,79080,0,95880,0,0,67200,0,33000,221280,206520,435960,56640,0,0,0,0,0,64680,113040,0,74760,0,11400,33000,26880,462480,0,0,0,0,0,25200,0,360000,0,0,0,378240,0,0,0,0,177600,0,0,0,0,255000,720,0,0,35400,0,0,0,0,0,0,0,240720,25440,437640,2160,0,408840,0,0,0,0,190200,0,0,0,0,0,0,0,0,0,0,0,0,0,24480,0,13920,0,0,436200,90960,0,0,423840,491640,0,0,0,0,0,26880,0,187440,0,149880,0,0,73320,0,0,0,0,0,0,40440,0,0,0,0,0,0,175320,0,0,3600,0,0,0,0,24360,0,0,0,64920,0,0,0,0,0,701280,0,0,0,0
RIR,0,0,0,0,0,0,0,0,0,0,0,0,171000,0,0,0,0,0,0,0,186960,0,0,0,1080,0,0,0,0,0,0,592440,0,0,0,0,0,0,724680,0,29040,0,0,104400,0,0,720,444840,0,48600,0,434760,176880,0,0,0,0,1680,0,5640,0,0,0,27240,204960,0,37680,0,0,0,136560,0,408600,13080,252840,0,0,0,0,11160,14280,0,0,513720,1202640,7800,572400,314280,54960,0,406080,0,0,201120,0,29400,0,0,196080,8520,0,0,34200,0,0,300240,92400,618480,0,558000,451560,0,0,0,0,0,0,0,0,0,0,0,0,923400,0,0,56760,0,0,0,0,0,0,0,952200,943200,0,0,0,0,0,183840,0,0,0,141840,0,0,0,338400,0,478560,0,0,0,0,0,268920,0,0,0,239160,0,42480,0,0,0,0,0,0,168840,0,0,0,0,0,291840,0,0,0,0,0,0,0,8040,62280,69000,0,0,0,0,0,0,923040,451440,57480,0,0,0,0,0,0,0,0,0
ASKR,84120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9960,0,0,10560,0,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53640,0,0,0,0,0,0,117720,0,0,247680,0,0,0,149640,6000,151080,0,0,0,0,0,0,0,480,0,25800,0,0,0,578400,0,208320,268800,0,0,0,0,0,0,12480,0,0,0,0,0,0,0,0,882840,0,0,0,1080,0,0,0,0,484560,0,0,0,0,0,0,0,0,121080,0,0,0,0,0,173520,0,0,0,0,0,0,10680,0,279240,0,803160,0,51720,993720,0,0,0,1302960,0,0,0,0,0,0,0,266880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAL,0,0,0,0,37440,0,0,0,0,4320,0,0,43080,0,0,0,0,18360,0,1034760,14640,0,0,0,0,0,0,0,0,0,0,34200,0,0,0,14400,0,0,0,0,190200,104400,0,0,0,15480,1920,0,0,12240,110400,0,405360,33960,0,0,0,0,0,197640,0,343800,87720,750840,0,0,254520,0,3120,61200,0,0,55800,0,0,0,0,0,146040,236760,0,0,137160,182880,174480,71040,0,114240,234480,0,0,0,0,126600,0,69360,0,0,247440,0,0,0,1021320,0,32760,0,8520,0,0,4920,0,0,1200,1187520,0,0,0,0,0,840,0,462600,1680,209880,422640,0,275640,0,672960,239760,325560,270600,95280,0,185880,18600,0,42840,0,0,0,50400,0,16080,0,52440,0,0,227880,142320,485280,247800,0,320400,0,0,13680,571320,0,0,70080,125640,0,81240,0,0,39840,0,0,0,0,0,0,0,0,0,0,92880,0,0,0,0,3360,960,0,0,0,0,0,1200,23640,3840,117360,240,150360,0,0,0,0,0,0,0,0,0,0
BWM-VL02,0,958920,0,0,0,5760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013400,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,1377120,0,0,0,0,0,149040,0,0,0,0,0,0,0,0,0,0,68040,0,31080,0,22560,0,0,0,0,44040,0,0,0,0,0,0,0,71160,0,0,0,1198680,0,0,0,446040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,0,0,104760,0,0,0,0,0,0,0,0,0,169680,0,0,0,0,0,0,0,47520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368400,14640,0,0,0,0,0,4800,0,0,0,0,0,0,0,394800,0,0,41400,0,0,0,0,0
RMDL,0,94920,199320,156000,0,0,0,54480,0,0,0,323640,0,0,0,16080,0,0,76800,312600,0,0,415080,13680,0,0,0,184920,0,0,0,0,342480,0,0,21360,79200,360,0,311400,0,0,0,15480,149040,0,654240,0,0,0,66720,0,50640,0,1122600,550920,1581360,94200,67320,167640,0,360,0,0,0,0,10560,0,235440,114840,0,0,0,0,0,0,0,0,177120,0,145200,734160,611880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830400,0,0,0,0,0,0,0,0,0,217560,89640,0,55680,0,0,0,2024280,0,437520,20280,0,197400,0,0,251760,0,0,0,0,160680,468720,0,0,0,0,0,0,94320,0,0,942480,0,0,0,0,0,959400,0,389520,0,0,0,0,165960,978120,0,0,0,227520,0,0,0,0,45600,0,0,0,0,0,0,0,0,0,0,507120,0,0,84600,447240,807720,36360,0,0,0,0,0,0,0,0,441120,0,0,0,0,0,1080,65160,524280,0,0,0,5640
SIBDR,0,0,0,0,0,0,0,74280,0,0,0,12720,57360,0,0,0,0,143280,0,409800,0,0,0,0,13680,0,0,36840,0,0,10920,165960,146400,30720,0,82080,0,0,0,0,14400,720,0,1920,0,654240,0,0,0,47400,0,0,0,44400,0,0,22200,193320,30240,276960,0,31680,8040,184560,0,0,131160,39000,12600,18480,0,35280,73320,45120,0,0,0,0,125760,70920,397920,23160,12120,0,0,25080,0,19800,69240,0,0,6960,0,0,24720,0,0,0,118080,0,0,133320,312240,0,17520,67920,0,85920,85320,0,115560,0,208080,97560,0,836880,122160,0,4680,85200,0,537000,110880,77880,67680,0,720,840,0,0,0,0,633840,1169520,36960,0,0,0,0,0,26880,143520,13920,46560,0,68640,0,0,71040,57000,75840,253440,0,0,0,0,67200,16680,0,0,30240,480,4080,88800,0,50400,911400,0,0,13800,0,0,0,0,0,0,177000,178680,0,0,12240,0,183120,0,0,14880,0,3000,0,0,26760,0,0,72600,55560,241440,0,0,0,0,602280,0,0,0,0
RIGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296040,0,0,152760,75240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125040,444840,0,0,0,0,0,0,0,50400,376200,337440,0,0,0,0,0,0,337200,452640,237480,569520,53760,0,486360,0,15960,0,297240,7920,0,0,42600,190560,55440,0,0,0,0,0,221160,0,486000,0,42360,0,541920,212280,0,0,0,0,0,0,0,172200,0,0,0,0,0,0,306600,0,0,0,160440,0,0,522960,20160,0,0,9360,31560,117480,0,0,0,0,0,0,0,0,8280,0,14520,0,0,105720,231480,1309200,0,0,0,140280,0,0,0,0,0,545040,0,0,0,333960,7920,0,301920,0,13080,0,0,993360,0,0,0,234840,0,0,0,41160,0,0,18120,0,38520,0,0,0,33360,0,0,0,0,0,74640,0,0,0,0,0,415320,0,0,0,0,0,0,70440,109920,0,0,199080,591120,0,0,0,0,0,0,0,0,0,0
ALMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376080,0,0,0,0,21600,36240,0,0,0,0,0,0,1440,0,284280,0,0,0,162360,0,16320,0,0,0,0,0,0,0,0,0,0,117360,0,0,0,120000,0,0,0,0,0,0,0,0,0,829200,0,0,3840,0,203400,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,118320,0,0,0,211320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102960,0,0,0,0,0,0,0,485760,0,0,0,73320,198360,580440,175560,100560,4200,1118040,0,0,214560,0,29400,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,153960,66960,0,38400,0,0,0,0,0,0,222720,0,0,0,0,0,1800,45600,0,0,0,2040,0,0,0,0,0,0,0,0,0,10800,0,77760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22080,0,0,87000,0,0,0,0,18360,2160,4920,21360,27960,27000,19560,0,0,0,203280,31200,0,12120,0,291480,48600,0,12240,0,0,47400,50400,117360,0,0,0,0,67680,0,19080,0,0,0,84000,0,0,71160,34200,0,0,264720,214320,34080,0,0,0,126480,84360,0,39000,0,0,69360,203160,38760,0,0,274320,110400,82920,9720,49440,197400,0,0,0,0,15360,0,83520,0,0,66000,0,0,0,11400,0,614520,10320,25200,0,0,11400,7440,0,30720,0,41640,0,131280,0,0,0,18480,72840,149160,533400,0,0,278520,0,0,57480,0,0,0,0,2160,0,3840,0,0,0,0,70200,0,0,0,24360,0,0,63720,0,140040,6600,0,128400,104640,0,0,0,0,0,99480,302160,0,74280,0,379320,0,0,0,29160,0,60480,0,0,12960,0,0,2400,0,0,0,0,9360,0,0,0,93000,0,0,44520,25560,31080,19080,84120,191040,0,0,0,0,0,206280,0,0,0,0
AVKL,0,0,0,0,0,0,0,0,0,0,0,0,11880,0,0,0,0,189360,0,126600,0,0,0,0,0,0,0,0,0,0,7080,0,22080,0,0,0,11280,0,0,0,0,0,0,110400,0,66720,0,376200,0,0,0,118680,1936200,0,919560,0,487920,11640,5880,930240,0,24600,156840,0,1656240,0,210600,0,337080,184200,0,0,2640,64920,0,0,0,0,173280,0,0,0,1797480,5760,173160,0,253560,2880,41400,0,0,0,0,0,0,19680,0,0,301560,0,0,0,867720,0,0,0,0,0,0,147840,3480,0,0,48480,0,90480,0,0,0,316440,0,32760,0,37560,62520,0,0,0,0,0,16800,2188440,362880,159000,0,19680,0,0,0,0,0,142440,0,0,0,475440,0,314640,46200,0,105120,23880,0,30120,0,0,0,5280,0,0,0,569520,0,0,0,0,308400,0,0,0,581280,0,0,0,0,0,0,0,0,0,0,0,419160,0,0,0,0,0,0,0,12000,0,0,16440,0,33720,0,0,0,0,0,0,0,0,0
RMEV,0,2520,0,0,0,245880,3840,0,0,0,0,0,492840,53760,442800,0,0,0,0,24360,618000,284760,0,0,481320,44040,152400,449280,93480,107760,0,0,33360,91560,54840,0,0,0,0,0,71400,434760,0,0,0,0,0,337440,0,0,118680,14400,570120,33840,1314240,7080,0,373320,557640,49080,1122960,0,53880,0,391320,81600,0,0,0,47160,0,8760,0,41400,1440,0,44880,1411320,367800,0,0,107400,0,0,0,122040,0,0,103200,0,0,0,186240,132000,0,452760,0,0,188160,0,0,0,431160,0,0,0,45720,0,0,302760,0,0,0,0,140400,145800,0,0,0,0,0,0,0,88680,349680,0,0,0,0,0,0,215880,0,0,0,916080,0,0,0,0,456600,0,34200,560400,239760,71280,72960,4345080,0,0,0,0,0,0,240,0,720240,0,480,0,0,33000,79440,0,188280,0,0,0,0,0,69600,0,0,0,0,0,0,349680,0,0,0,17520,0,241080,0,0,0,383400,209280,58440,39240,178920,97200,0,0,120480,87720,133080,0,0,0,0,0,0,0
AVL,0,0,0,0,2040,0,0,0,0,0,0,0,133200,0,0,0,0,0,0,0,76800,0,0,0,40080,29160,0,33120,42120,0,37680,115800,0,45720,0,3360,0,0,0,0,8160,176880,0,405360,0,50640,0,0,0,0,1936200,570120,0,0,2415480,0,0,247800,59880,960,270840,0,0,0,1356120,0,4320,0,0,54720,0,0,15120,0,0,0,0,204480,133560,0,0,0,870960,0,0,0,0,0,221640,0,0,0,0,0,0,79680,0,0,502080,0,0,0,317520,0,0,0,46200,0,0,118920,0,0,1920,0,0,0,0,0,0,4800,0,2640,0,0,101160,0,0,0,86160,67200,21840,890040,0,0,149280,244440,0,0,0,0,0,313680,0,0,0,410040,8520,368400,0,960,0,243120,0,0,0,0,0,0,0,0,0,199920,0,9360,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41760,0,18240,49680,0,0,37560,18480,79920,0,0,0,0,0,0,0,0,0
SIBDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672240,0,22680,59640,2160,0,0,0,0,0,33480,0,0,14760,0,0,0,0,106680,0,14880,4560,74760,44040,0,0,33960,0,0,44400,0,120000,67680,0,33840,0,0,0,111120,526320,0,0,199680,0,119640,1155480,26400,0,0,27120,0,556680,314280,10080,0,36120,712800,147000,0,0,0,24240,227760,479880,234480,0,95400,0,0,27480,119400,0,0,120,0,0,74880,0,165480,0,0,189000,840,0,0,242640,0,25560,0,331680,0,0,0,4200,0,47040,29160,0,0,33240,0,0,0,22800,371520,12480,96360,72960,0,0,0,0,0,0,0,31560,23160,0,0,0,0,0,0,0,255960,0,0,0,12360,26400,0,0,1800,507960,285240,20040,60000,12000,0,42480,72600,17640,0,0,0,0,17640,19800,0,156720,135120,0,13200,34920,40200,0,0,12480,0,0,40560,0,2640,0,0,159960,6720,0,0,40080,0,0,0,0,0,0,0,3720,0,0,0,0,39480,119400,0,0,0,0
RIS,0,0,0,0,114000,0,0,0,0,0,0,0,197520,0,0,0,0,0,0,1318440,142200,0,0,0,0,35160,0,54840,41400,0,47040,0,494520,0,0,0,324600,0,0,0,0,0,0,0,0,1122600,0,0,0,0,919560,1314240,2415480,0,0,331200,1041120,1339200,0,847920,499080,0,0,0,102480,0,0,0,103200,644160,846480,0,0,0,221880,0,0,496080,865200,0,0,0,607440,0,0,38760,0,242760,69840,0,0,0,0,0,0,1205760,0,0,114240,0,0,0,536640,0,193920,202080,98280,22320,286320,68640,0,0,0,0,0,281880,281040,0,68520,108720,68400,86400,86760,0,1277520,1680,188400,0,4920,840,0,6480,53040,44400,0,414000,0,0,0,0,0,145800,0,130080,0,12960,0,506640,385080,65400,129720,444840,0,0,10440,0,0,0,0,0,0,288600,0,0,0,0,35160,0,0,0,220080,0,0,0,0,0,829320,0,12720,0,0,0,61560,0,0,22080,151560,0,0,28080,53160,0,381600,98160,0,89640,0,0,0,0,0,67080,0,0,0
